Index,Topic1,Topic2,Count
190499745,Gameplay,Virtual reality,639
190503540,Extraterrestrial life,New World Order,639
190504911,Drill instructor,United States Navy,354
190512834,Car,Gameplay,472
190533071,Black Lives Matter,Police officer,655
190559618,Gun control,Video blog,374
190577739,Gun control,Hillary Rodham Clinton,1502
190601615,Missile,Refugee,265
190676448,Call of Duty,Game of Thrones,318
190722828,Iran,Turkey,346
190741692,Islamic State of Iraq and the Levant,Syrian Army,478
190745649,Proposed referendum on United Kingdom membership of the European Union,Survivalism,362
190761552,Car,Roast,299
190767724,Animal,Physical exercise,260
190793642,NASA,Shooting,327
190801112,Battlefield 4,Tom Clancy's Ghost Recon Wildlands,295
190815932,Dog,Saudi Arabia,280
190817601,Extraterrestrial life,Yellowstone National Park,354
190838328,Minecraft,US Marines,441
190860659,Doom,Games,565
190866226,Car,Flint,263
190872534,Adele,Barack Obama,288
190878031,Five Nights at Freddy's,Mod,268
190886053,Marvel Comics,Star Wars Episode VII,251
190952088,Barack Obama,United States Dollar,338
190956259,Gun,Rothschild family,295
190976336,Cannabis,Cooking,313
190976340,Bulletproofing,Firearm,521
190980974,Cooking,"Meal, Ready-to-Eat",346
190986735,Motorcycle,Overwatch,270
191058137,Hillary Rodham Clinton,The 2016 Rio Olympic Games,279
191092110,Captain America: Civil War,Jimmy Fallon,269
191121309,Electronic Benefit Transfer,New World Order,277
191126173,Ben Carson,Gun,337
191143746,Feminism,Sexual intercourse,342
191179327,Special Forces,Trailer,327
191179356,Police,Soldier,390
191220831,Army,Overwatch,274
191225240,.50 BMG,Sniper,358
191265979,United States Navy,Zika virus,395
191272423,Bill Clinton,Unidentified flying object,310
191275547,Islamic State of Iraq and the Levant,Michelle Fields,261
191286168,Firearm,Veteran,487
191354576,Hitman,Star Wars,297
191391495,Bill O'Reilly,"Democratic Party presidential debates, 2016",268
191392829,Nephilim,Nibiru cataclysm,293
191407429,"Democratic Party presidential debates, 2016",Orlando,330
191430454,Islamic State of Iraq and the Levant,Malheur National Wildlife Refuge,282
191437995,Alex Jones,Extraterrestrial life,708
191472316,Practical joke,Uncharted 4: A Thief's End,313
191480741,Bernie Sanders,Edward Snowden,276
191485607,Film,Laughter,413
191509551,Airsoft,Islamic State of Iraq and the Levant,366
191513977,2012 Benghazi attack,The Young Turks,329
191549462,Conan O'Brien,Police,258
191552757,9-1-1,Firearm,272
191580446,Hillary Clinton email system,New World Order,309
191600233,Tom Clancy's Rainbow Six: Siege,VanossGaming,260
191653196,Turkey,Vladimir Putin,530
191658648,.223 Remington,Shotgun,264
191673125,Pope,September 11 attacks,392
191674877,Sniper,United States Navy SEALs,401
191676063,Barack Obama,Ku Klux Klan,410
191680239,Hillary Rodham Clinton,Vice News,452
191713275,Donald Trump,Star Wars Episode VII,1037
191756794,2015 Libya migrant shipwreck,Bill Clinton,374
191758924,Jet aircraft,Military aircraft,334
191759415,Barack Obama,Firearm,1676
191767970,Future,Video game,314
191770484,Russia,Ship,272
191776724,Practical joke,Transgender,449
191785082,Counter-Strike: Global Offensive,Practical joke,735
191786919,Car,Doom,412
191827695,Grand Theft Auto,Tom Clancy's Rainbow Six,635
191851444,"Donald Trump presidential campaign, 2016",Immigration,298
191882714,New World Order,Orlando,762
191889020,Carly Fiorina,Hillary Rodham Clinton,379
191909109,Assault rifle,Battlefield,356
191923920,Guitar,Military,302
191935408,Bashar al-Assad,North Atlantic Treaty Organization (NATO),260
191943844,Electronic Benefit Transfer,Hillary Rodham Clinton,305
191958623,Extraterrestrial life,Music,253
191964804,Asteroid,Chemtrail conspiracy theory,278
191969799,Gun control,Zika fever,285
191970726,Hillary Rodham Clinton,Protest,947
191980963,2015 Libya migrant shipwreck,Russia,491
191988372,Illuminati,Police officer,554
191988801,Puppy,Trailer,319
192028000,Grand Theft Auto V,Uncharted 4: A Thief's End,448
192061810,Rape,Trailer,350
192073963,Antichrist,Extraterrestrial life,347
192075741,Fox News Channel,Hillary Rodham Clinton,513
192094119,Racism,Robot,262
192105064,ARMA 3,Counter-Strike,267
192106133,Assault rifle,Military,558
192133627,Economic collapse,Satanism,287
192136537,Stolen Valor Act of 2013,Video game,291
192143028,Barack Obama,Methane,428
192144329,Antichrist,Ted Cruz,356
192162990,Vice,Video game,336
192163051,Motorcycle,Star Wars Episode VII,296
192193421,Barack Obama,Puppy,321
192201263,Economy,Islamic State of Iraq and the Levant,431
192219739,North Korea,Super Bowl 50,279
192235219,Fallout: 4,io,327
192242595,Judge,Orlando,267
192251753,Brussels,Gun control,385
192253736,Video game,War Thunder,382
192254215,Basketball,Physical exercise,270
192269823,CERN,New World Order,712
192273556,Bundy standoff,Donald Trump,932
192305365,Grand Theft Auto,Markiplier,420
192315061,Call of Duty,Mario Maker,289
192321078,Gun,Recruit training,430
192343639,Extraterrestrial life,Firearm,781
192349094,Barack Obama,Vice News,464
192382361,Shotgun,Steven Crowder,255
192400566,Gun,North Korea,873
192419309,Cancer,Donald Trump,352
192423665,Film,Islam,529
192427605,Islam,Video blog,270
192443409,Squad,Video game,330
192446060,Islamic State of Iraq and the Levant,United Nations,356
192473112,2015 Libya migrant shipwreck,Gun control,553
192496612,False flag,Muslim,309
192498252,Special Forces,United States Navy SEALs,410
192553933,Bill Clinton,Practical joke,259
192589156,Beretta,Pistol,320
192644099,Black Lives Matter,Proposed referendum on United Kingdom membership of the European Union,769
192668322,Barack Obama,Mars,577
192679206,Gorilla,Muslim,260
192694116,Military,Tattoo,380
192736295,Ship,Unmanned aerial vehicle,283
192782918,Dog,New World Order,278
192788902,Gavin McInnes,Steven Crowder,283
192808053,Bundy standoff,Extraterrestrial life,397
192815317,Firearm,Ship,346
192819409,Games,Markiplier,399
192825844,Saturday Night Live,Video game,356
192826996,Games,Let's Play,438
192838739,Adolf Hitler,Gun control,269
192852715,Fallout,Star Wars Episode VII,638
192853585,Michelle Obama,North Korea,295
192868148,Earthquake,Fukushima Daiichi nuclear disaster,446
192891103,Bernie Sanders,Robot,559
192914721,Cannabis,Extraterrestrial life,382
192925393,European Union,Martial law,334
192946905,Nibiru cataclysm,The Bible,291
192951444,.22 Long Rifle,Rifle,635
192954983,Everyday carry,Gun,454
192990059,Assault rifle,Tank,296
192993128,Kanye West,Star Wars Episode VII,281
193006747,Proposed referendum on United Kingdom membership of the European Union,Zika virus,822
193008985,Satanism,September 11 attacks,304
193041505,Glock,Smith & Wesson M&P,278
193056964,Chemtrail conspiracy theory,Prophecy,306
193065687,Earth,Republican Party,262
193142530,Car,Helicopter,535
193147696,Practical joke,Rhett and Link,393
193174057,Game of Thrones,Hillary Rodham Clinton,363
193189159,Film,Toy,290
193190367,Elizabeth Warren,Republican Party,263
193201920,Airplane,Police officer,289
193216901,Hillary Rodham Clinton,World War III,1033
193224859,Alex Jones,Jeanine Pirro,440
193263416,Donald Trump,Gorilla,599
193267667,Islamic State of Iraq and the Levant,Super Bowl 50,369
193270533,Flat Earth,Martial law,403
193288196,End time,Paul Begley,402
193291187,Gun,"Sturm, Ruger & Co., Inc.",546
193291381,Islam,Trailer,377
193294905,Oculus Rift,The Division,370
193309591,FPSRussia,Rifle,339
193327599,Hillary Rodham Clinton,Jet aircraft,253
193338807,Airsoft,Army,363
193362496,Donald Trump,Philip DeFranco,354
193372690,Economic collapse,United Nations,311
193397677,George Soros,Illuminati,426
193406107,PlayStation 4,Pokémon,261
193417068,Islamic State of Iraq and the Levant,Mitt Romney,295
193433331,.50 BMG,Assault rifle,398
193447010,.22 Long Rifle,Shooting sport,481
193471569,Military,Ultimate Fighting Championship,272
193483810,Star Trek,Star Wars,308
193494939,Knife,Proposed referendum on United Kingdom membership of the European Union,255
193517962,Flat Earth,World War III,435
193536493,Antonin Scalia,Rape,448
193552936,Grand Theft Auto V,World of Tanks,293
193559048,Immigration,Rape,410
193597484,Film,Japan,286
193605663,Alex Jones,Donald Trump,1827
193645051,Police officer,United Kingdom,310
193650006,Mortal Kombat X,Video game,446
193654776,The Division,Uncharted 4: A Thief's End,439
193664279,European Union,Stefan Molyneux,284
193667900,Prophecy,Zika virus,429
193671254,Racism,Ted Cruz,513
193687079,Federal Emergency Management Agency,Police,344
193690425,Alex Jones,Stefan Molyneux,626
193695030,Bulletproofing,US Marines,262
193695329,Adolf Hitler,Video game,276
193708786,Gay,Star Wars,264
193748193,Fallout,Mario Maker,299
193753618,.22 Long Rifle,SHOT Show,420
193762164,Donald Trump,Mobile phone,333
193771233,Islamic State of Iraq and the Levant,Jet aircraft,363
193796116,Gun,Transportation Security Administration,330
193831812,Islam,Vice,253
193831866,Refugee,Rothschild family,261
193849652,Captain America: Civil War,WatchMojo.com,282
193872145,Firearm,Mario,272
193909796,Missile,Police,316
193926563,Firearm,Riot,303
193928283,Cooking,Cosmetics,258
193941498,Kanye West,Shooting,312
193950464,Aircraft carrier,Shooting,321
193958831,Independence Day,Star Wars,280
193970087,ARMA 3,Mod,377
193976834,Firearm,Supreme Court of the United States,275
193986693,Barack Obama,Ford,270
194024567,Firearm,Gorilla,411
194038468,Electronic Entertainment Expo,Star Wars: Episode VIII,274
194038615,Helicopter,Ted Cruz,261
194043305,Shooting,Steven Crowder,412
194056189,Earth,Military,500
194078446,Syria,Terrorism,450
194103196,Adolf Hitler,Film,350
194121485,"Donald Trump presidential campaign, 2016",Terrorism,330
194138200,Fallout,The Walking Dead,251
194149656,Minecraft,Star Wars Episode VII,514
194156234,Gun,Muslim,661
194170618,Beyoncé Knowles,Cannabis,283
194180873,Barack Obama,Film,1017
194182513,Cannabis,Gun control,472
194185448,Airplane,Shooting,302
194219108,Justin Trudeau,Ted Cruz,308
194220565,Practical joke,Shooting sport,399
194232541,Hillary Rodham Clinton,Open carry in the United States,328
194271619,Ghostbusters III,Star Wars Episode VII,413
194290267,2015 Libya migrant shipwreck,Marco Rubio,351
194295537,2015 Libya migrant shipwreck,Proposed referendum on United Kingdom membership of the European Union,684
194328900,Mario,Military,282
194364396,Muscle,Physical exercise,310
194387475,Sniper,World War II,313
194388980,Music,Star Wars Episode VII,264
194399230,2015 Libya migrant shipwreck,Planets beyond Neptune,261
194426939,Battlefield,The Walking Dead,261
194462974,PlayStation 4,Practical joke,614
194478268,Fallout: 4,H1Z1,262
194502111,Aircraft,Motorcycle,360
194535638,Animation,Grand Theft Auto V,395
194542357,PlayStation 4,Quantum Break,308
194558924,Call of Duty: Black Ops III,Garry's Mod,654
194567867,Grand Theft Auto,Star Wars: Battlefront,545
194580839,Car,Self-defense,275
194601836,Martial law,Volcano,405
194606436,Islamic State of Iraq and the Levant,Nibiru cataclysm,509
194623552,Bernie Sanders,Malheur National Wildlife Refuge,266
194624225,Firearm,Rifle,1511
194639791,Nigel Farage,Unidentified flying object,253
194654651,Bill Clinton,Racism,291
194693783,"Donald Trump presidential campaign, 2016",Feminism,287
194704617,Carbine,Gun,538
194717563,Black Lives Matter,News,334
194719527,Film,Screen Junkies,386
194730833,Star Wars,War Thunder,340
194750961,Nibiru cataclysm,Ted Cruz,385
194752267,Illuminati,Mark Dice,302
194767260,Animation,Practical joke,355
194769887,Muslim,Terrorism,462
194799853,Glock,Police,358
194800255,Gorilla,September 11 attacks,273
194830740,"Democratic Party presidential debates, 2016",Jeb Bush,299
194849968,Golf,Video game,257
194876401,Antichrist,Nibiru cataclysm,399
194889667,Adele,Practical joke,399
194953312,Hillary Rodham Clinton,Social justice,292
194968108,Gun,Yellowstone National Park,303
195077650,Far Cry,VanossGaming,289
195099656,Fine Brothers,Islamic State of Iraq and the Levant,400
195124891,Games,HTC Vive,450
195128760,Muslim,Stefan Molyneux,378
195129019,Barack Obama,Tattoo,259
195153519,Islam,Shooting,566
195154650,Ark: Survival Evolved,Car,255
195206591,Combat,Film,450
195263277,Apocalypse,Islamic State of Iraq and the Levant,269
195263947,Games,Mortal Kombat,284
195273378,Firearm,StG 44,429
195286141,Militia,North Atlantic Treaty Organization (NATO),314
195296463,Shooting,United States Army Basic Training,250
195348063,John Oliver,Trailer,335
195376747,Beyoncé Knowles,Dog,308
195383143,North Korea,Police,685
195390892,Alex Jones,Hillary Rodham Clinton,1627
195413245,Black Lives Matter,Chemtrail conspiracy theory,258
195438572,Film,Military,1159
195498452,Happy Wheels,PewDiePie,281
195509697,Firearm,Professor X,280
195511958,Battlefield,Tom Clancy's Rainbow Six: Siege,768
195540808,Gun control,United States Navy,528
195556489,Walmart,Zika virus,395
195566481,Fine Brothers,Ghostbusters III,331
195590236,Fallout: 4,Star Wars Episode VII,675
195591990,Firearm,Military exercise,279
195593520,Counter-Strike: Global Offensive,Kevin MacLeod,270
195625236,Unmanned aerial vehicle,War,283
195655046,Barack Obama,Deadpool,376
195698267,Film,Illuminati,441
195718408,Barack Obama,Call of Duty: Black Ops III,344
195734640,.308 Winchester,Firearm,311
195756327,Captain America: Civil War,Extraterrestrial life,257
195757232,Terrorism,Turkey,303
195757307,Grand Theft Auto,United States Army,342
195787760,SHOT Show,Survivalism,263
195790597,Elizabeth Warren,Proposed referendum on United Kingdom membership of the European Union,264
195818962,Gameplay,Grand Theft Auto,775
195833163,Call of Duty: Black Ops III,Dark Souls III,428
195836232,Bundy standoff,Ted Cruz,588
195858261,Future,Military,294
195886046,Glock,Military,435
195903202,Markiplier,Overwatch,347
195927793,Practical joke,Recruit training,532
195953032,Fallout,Vine,341
195959220,Fighter aircraft,Russia,522
195972728,Antonin Scalia,Jesus Christ,254
196049906,Superman,Video blog,408
196053736,.50 BMG,Grand Theft Auto V,311
196057246,Call of Duty,Rapping,289
196113043,North Korea,Orlando,752
196124317,Orlando,Stephen Colbert,259
196197207,Documentary film,Islam,260
196210854,Uncharted,Virtual reality,274
196212660,Military,Ship,348
196216266,Firearm,Sarah Palin,351
196246882,Military,X-Men: Apocalypse,260
196246896,Food,PewDiePie,310
196257863,Firearm,Gay bar,300
196280330,Police officer,Vladimir Putin,631
196298617,Gay,The Young Turks,280
196317146,Alex Jones,Weapon,289
196348851,Far Cry,Islamic State of Iraq and the Levant,270
196377613,New World Order,Robot,297
196382139,John Oliver,Practical joke,301
196387768,Earth,Firearm,692
196425466,Nibiru cataclysm,World War III,539
196433470,Call of Duty,io,367
196436125,AK-47,Pistol,625
196443810,Star Wars,Vsauce,296
196458535,Antonin Scalia,Unmanned aerial vehicle,360
196485973,Fighter aircraft,Warship,291
196504128,Donald Trump,Everyday carry,322
196522573,Video game,Watch Dogs,348
196528384,Abortion,Bill Clinton,251
196545799,Jeb Bush,Police officer,409
196581840,Anonymous,Syria,295
196592205,Overwatch,Star Wars,816
196593456,Battlefield,Cooking,359
196600433,Gun,Music,374
196623802,Hillary Clinton email system,Saudi Arabia,283
196646880,Car,House,264
196670165,Bundy standoff,Unmanned aerial vehicle,390
196690160,Refugee,Vladimir Putin,683
196706161,Gavin McInnes,Milo Yiannopoulos,303
196714335,Syria,Unidentified flying object,503
196715968,Unidentified flying object,Video blog,286
196724068,Shooting,Star Wars Episode VII,627
196740373,Gameplay,Just Cause 3,268
196748938,Truck,Unmanned aerial vehicle,295
196754386,Fighter aircraft,Refugee,283
196755868,Fighter aircraft,Video blog,298
196783180,Bundy standoff,Russia,445
196791747,Economy,Unidentified flying object,316
196827968,Islamic State of Iraq and the Levant,RT,776
196839104,Car,Dog,827
196883774,Film,Road rage,305
196899282,Mars,Prophecy,257
196919557,Fine Brothers,Firearm,503
196968719,Aircraft,United States Navy,707
196986469,Fallout: 4,Star Wars: Battlefront,524
197027268,Basketball,Stephen Curry,276
197051017,David Bowie,Shooting,282
197053702,Antonin Scalia,News,295
197055938,"Donald Trump presidential campaign, 2016",The Young Turks,446
197059515,Anime,Battlefield,364
197064354,Practical joke,Twitch,409
197077057,Breast,Practical joke,265
197083798,Music,Shooting,290
197111221,Heckler & Koch,Shooting,397
197122483,Donald Trump,Lucifer,253
197125633,Bill O'Reilly,September 11 attacks,273
197131572,Anime,Cat,252
197143088,Conan O'Brien,Counter-Strike: Global Offensive,250
197147274,Animal,Feminism,285
197150739,Muslim,President of the United States,296
197181504,Far Cry,HTC Vive,373
197190778,Overwatch,Sexual intercourse,296
197211728,Barack Obama,Military exercise,279
197241037,CNN,Donald Trump,542
197246041,PewDiePie,Star Wars: Battlefront,311
197247679,Barack Obama,Superman,352
197259321,Laughter,The Division,318
197259342,Magpul Industries,Shooting sport,250
197272381,Bundy standoff,Earthquake,465
197305180,Cartoon,Donald Trump,362
197308532,Captain America: Civil War,Ted Cruz,281
197329405,Islamic State of Iraq and the Levant,Satan,267
197343165,Gun,Jeep,262
197348023,Orlando,Video game,364
197349161,Economy,World economy,250
197355335,Chernobyl disaster,Film,253
197371677,Gun,United Kingdom,393
197374507,False flag,Venezuela,318
197387785,North Korea,Volcano,434
197407599,Islamic State of Iraq and the Levant,Video blog,602
197423150,Flat Earth,Proposed referendum on United Kingdom membership of the European Union,507
197426893,Planets beyond Neptune,Pope,306
197454608,Minecraft,Unmanned aerial vehicle,316
197505481,Black Lives Matter,Zika virus,483
197520362,Saudi Arabia,South China Sea,323
197528161,Doom,US Marines,292
197549615,Gameplay,Shooting,425
197565525,Gun,Star Wars: Episode VIII,406
197575905,Gym,Practical joke,333
197592413,2015 Libya migrant shipwreck,Federal Bureau of Investigation,331
197600246,Sexual intercourse,Video game,503
197606331,Firearm,Israel,437
197610378,Captain America: Civil War,Hillary Rodham Clinton,397
197655161,Barack Obama,Music,370
197674800,Minecraft,Tattoo,254
197685093,Cenk Uygur,Police officer,427
197703506,Assault rifle,Glock,598
197762418,Gameplay,HTC Vive,431
197772740,Mobile phone,Practical joke,261
197842078,Battlefield,Kanye West,250
197870819,Gun,Magpul Industries,325
197871364,Animal,Orlando,293
197876070,Video game,Xbox,545
197882542,Alex Jones,New World Order,997
197900809,Ana Kasparian,Cenk Uygur,285
197930038,Practical joke,Vine,708
197944511,Nibiru cataclysm,United States Navy,270
197996552,Bodybuilding,Islamic State of Iraq and the Levant,294
197999859,Bilderberg Group,New World Order,585
198048600,Fighter aircraft,Missile,490
198064615,Gameplay,Quantum Break,289
198088850,Proposed referendum on United Kingdom membership of the European Union,Sniper,315
198101773,Deadpool,Unmanned aerial vehicle,291
198117346,Gerald Celente,Gun control,295
198221742,Batman v Superman: Dawn of Justice,Doom,285
198253190,Alex Jones,Fukushima Daiichi nuclear disaster,394
198266958,Practical joke,Rifle,637
198294461,Call of Duty,Mirror's Edge,283
198326854,Grand Theft Auto V,The Elder Scrolls V: Skyrim,457
198338217,Donald Trump,Nazi Germany,268
198371006,Saudi Arabia,"United States presidential election, 2016",269
198398539,Federal Emergency Management Agency,United Nations,283
198418678,Anonymous,Police,360
198424843,Documentary film,Firearm,380
198426424,Ark: Survival Evolved,The Forest,340
198432001,Donald Trump,Jimmy Fallon,733
198481364,North Korea,President of the United States,427
198483164,Gang Beasts,Overwatch,294
198504421,2012 Benghazi attack,Transgender,361
198510628,Call of Duty: Black Ops III,Vine,453
198514196,Donald Trump,Football,335
198536769,Practical joke,Sex,260
198539530,Earthquake,Methane,392
198541993,FN Herstal,Pistol,273
198561431,Dog,Unmanned aerial vehicle,573
198586776,Stephen Colbert,Trailer,297
198604965,Donald Trump,Monsanto,288
198622231,Economic collapse,United Kingdom,300
198648430,Grand Theft Auto,Just Cause 3,396
198685551,Alex Jones,Prince,548
198702048,Documentary film,September 11 attacks,264
198708340,Car,Hitman 6,286
198760545,Assault rifle,Grand Theft Auto V,298
198768910,Gun,Number of the beast,251
198777232,Jimmy Kimmel,Video blog,284
198781205,Cat,US Marines,359
198789808,European Union,Proposed referendum on United Kingdom membership of the European Union,728
198799660,Unmanned aerial vehicle,Vladimir Putin,593
198805431,Economic collapse,Extraterrestrial life,510
198824486,Antichrist,False flag,324
198827579,China,News,254
198847930,Gun,Tornado,261
198858356,Bill Clinton,Muslim,417
198865853,Grand Theft Auto,Total War,281
198872196,2012 Benghazi attack,Saudi Arabia,335
198918990,Food,iPhone,386
198937297,Recruit training,Rifle,273
198948968,Orlando,United Nations,327
199012241,Alex Jones,Earth,605
199025394,Pistol,"Sturm, Ruger & Co., Inc.",433
199057648,Bernie Sanders,Islam,994
199080075,End time,Planets beyond Neptune,584
199107665,Islamic State of Iraq and the Levant,Ted Cruz,1223
199111781,Alex Jones,Racism,439
199119265,Battlefield,Dark Souls III,487
199152212,Barack Obama,North Atlantic Treaty Organization (NATO),822
199162442,Barack Obama,Cannabis,711
199168828,Gun control,Sheriff,279
199175804,Fallout: 4,Soldier,413
199178576,Antonin Scalia,Racism,281
199293856,Alex Jones,Gun control,1082
199301379,Fallout: 4,Minecraft,739
199321639,2015 Libya migrant shipwreck,Zika virus,428
199339373,Donald Trump,Google Search,371
199359739,Antonin Scalia,Illuminati,471
199383008,Bill Clinton,Syrian civil war,255
199389489,Refugee,South China Sea,268
199410499,Hillary Rodham Clinton,Syrian Army,275
199413661,Donald Trump,Fallout: 4,835
199506757,Bill Clinton,Illuminati,394
199512978,Happy Wheels,Minecraft,395
199544176,Film,Jimmy Kimmel,317
199548490,Firearm,Stefan Molyneux,543
199563732,Anime,Practical joke,426
199576794,Flint,Unidentified flying object,323
199606301,Knife,Shooting,751
199633418,Actor,Donald Trump,275
199664591,Bundy standoff,Second Amendment,358
199688915,False flag,RT,314
199692272,Flat Earth,Planet,329
199703624,National Rifle Association,Trailer,250
199706522,Iran,United States Navy,360
199716881,2012 Benghazi attack,European Union,271
199745549,Gameplay,Overwatch,656
199767467,Backpack,Firearm,263
199804133,Games,Halo,319
199805281,Anime,PlayStation 4,273
199844092,Captain America,Donald Trump,556
199868778,Fallout,Hitman 6,494
199885222,Gerald Celente,Islamic State of Iraq and the Levant,309
199899856,Baal,New World Order,327
199901544,Martial law,Rothschild family,332
199904669,Squad,Tom Clancy's Rainbow Six: Siege,328
199945578,Self-defense,US Marines,250
200011473,Barack Obama,Hacker,309
200011815,Bodybuilding,Recruit training,266
200035491,Hillary Clinton email system,Refugee,325
200042617,Refugee,Vice News,273
200087591,Jeb Bush,John Kasich,339
200091793,EgyptAir,Ted Cruz,402
200094970,Ted Cruz,Video game,421
200205590,Call of Duty,Video blog,939
200248880,Hillary Rodham Clinton,Jimmy Dore,323
200265355,Revolver,Weapon,479
200272356,RT,Turkey,371
200279292,Donald Trump,iPhone,710
200319094,Overwatch,Star Wars: Battlefront,458
200369009,Assault rifle,Donald Trump,832
200405071,Marco Rubio,New World Order,342
200409390,2015 Libya migrant shipwreck,NASA,263
200458619,Fox News Channel,Transgender,268
200467980,Captain America,X-Men: Apocalypse,275
200492176,Flat Earth,Islamic State of Iraq and the Levant,485
200497180,Marco Rubio,Unidentified flying object,251
200498673,Electronic Entertainment Expo,Firearm,401
200509837,Fine Brothers,Superman,318
200527559,Battlefield 4,Star Wars,580
200570345,Deadpool,X-Men: Apocalypse,329
200608773,Car,Kanye West,377
200609401,Burns,Flat Earth,250
200617848,Libya,Proposed referendum on United Kingdom membership of the European Union,254
200620808,Shooting,Turkey,251
200626673,Revolver,Stock,262
200633259,Alex Jones,United Kingdom,419
200641688,Darth Vader,Grand Theft Auto V,290
200686939,United States Navy,Video blog,641
200691187,Michelle Obama,Vladimir Putin,283
200692418,Venezuela,Walmart,280
200694530,Donald Trump,United Kingdom,671
200701048,Donald Trump,Game of Thrones,628
200711046,Battlefield,Star Wars: Episode VIII,380
200714237,CERN,Flat Earth,396
200773215,Battlefield,iPhone,393
200807996,Gun,"Springfield Armory, Inc.",250
200817355,God,Nibiru cataclysm,250
200818676,California,Hillary Rodham Clinton,251
200818765,Mario Maker,Practical joke,304
200824252,Call of Duty,Suicide Squad,324
200832153,Pistol,Short-barreled rifle,271
200858560,Gun,Political correctness,279
200900142,Deadpool,Rifle,314
200930160,Oregon,Shotgun,264
200939965,Fine Brothers,Military,456
200964402,Gun control,Turkey,367
200972784,Bernie Sanders,Kurds,262
200975327,Gauge,Glock,281
200979990,Facebook,North Korea,271
200989053,Fox News Channel,Republican Party,307
200991461,Donald Trump,The Late Late Show with James Corden,284
201019633,Bill O'Reilly,Proposed referendum on United Kingdom membership of the European Union,360
201034744,Hitman 6,Tom Clancy's Rainbow Six,340
201057194,Federal Bureau of Investigation,Volcano,305
201065945,Army,Dog,409
201084408,Donald Trump,The Daily Show,326
201112251,CERN,Comet,266
201139731,The Elder Scrolls V: Skyrim,Trailer,332
201143816,Gun control,Nuclear weapon,334
201157258,Bundy standoff,Prophecy,296
201179515,Islamic State of Iraq and the Levant,Israel,586
201187779,Bulletproofing,Car,299
201204710,Assault rifle,Oregon,339
201207182,Rifle,Savage Arms,292
201222625,Gun,Telescopic sight,262
201227219,CERN,Vladimir Putin,489
201229758,Fukushima Daiichi nuclear disaster,Prophecy,296
201232143,Donald Trump,Life hacking,287
201249273,Shooting sport,Smith & Wesson M&P,251
201293475,Call of Duty,Tom Clancy's Rainbow Six: Siege,630
201328166,Assault rifle,Star Wars,366
201332833,Bundy standoff,Vladimir Putin,469
201339986,Police,Prince,421
201373485,Military,Special forces,735
201391873,Batman,Battlefield 4,299
201457521,Battlefield 4,Grand Theft Auto V,709
201461934,Venezuela,World War III,431
201466336,Bullet,Military,326
201493039,Federal Emergency Management Agency,World War III,546
201493779,David Icke,Nibiru cataclysm,256
201502252,Bundy standoff,Islam,436
201531876,AK-47,Walther arms,329
201548373,Beyoncé Knowles,Police officer,375
201558371,Hillary Rodham Clinton,Hoax,319
201574709,Call of Duty: Black Ops III,Yousef Erakat,285
201577287,Smartphone,Trailer,251
201584097,Donald Trump,Screen Junkies,374
201594929,CNN,Police officer,313
201594961,Veteran,Video game,383
201604857,Michael Jackson,Video game,250
201628979,Bundy standoff,Militia,490
201638231,Islamic State of Iraq and the Levant,Traffic collision,281
201644562,DayZ,Grand Theft Auto V,351
201644608,Gun control,Iowa Caucus,326
201659730,Conan O'Brien,Physical exercise,259
201660149,Call of Duty,Tom Clancy's Rainbow Six,558
201678315,Practical joke,Ultimate Fighting Championship,357
201698692,Adult Swim,Robot Chicken,266
201707710,Shooting,Veganism,277
201719794,Call of Duty: Black Ops III,World War II,255
201758643,Boxing,Donald Trump,326
201765102,Burns,Chemtrail conspiracy theory,284
201770581,.22 Long Rifle,Shooting,672
201772997,Child,Firearm,423
201774828,Basketball,Grand Theft Auto,385
201788759,Bullet,Video blog,251
201797049,Antonin Scalia,Sarah Palin,275
201800129,Star Wars: Battlefront,US Marines,319
201815490,Survivalism,World War III,307
201820062,Prince,September 11 attacks,503
201861143,Boeing B-52 Stratofortress,Military,253
201877605,Cooking,Gun control,350
201894117,Methane,New World Order,338
201920263,Michelle Obama,Republican Party,278
201966502,Documentary film,Donald Trump,546
201982750,Call of Duty,CinemaSins,282
201998966,"Donald Trump presidential campaign, 2016",Transgender,369
202019075,Methane,North Korea,290
202020754,Barack Obama,Shooting sport,424
202040908,Assault rifle,Shooting,988
202048570,Economic collapse,Economy,479
202120884,Caucus,Donald Trump,365
202151923,Call of Duty: Black Ops III,Cooking,322
202153831,Anime,Grand Theft Auto V,447
202165774,Bill O'Reilly,Police officer,323
202172067,GoPro,Shooting,314
202178135,"Bernie Sanders presidential campaign, 2016",Donald Trump,317
202192952,Survival skills,Survivalism,321
202210612,Hillary Rodham Clinton,Second Amendment,722
202226063,Call of Duty: Black Ops III,Practical joke,932
202280163,Police officer,"Republican Party presidential debates, 2016",250
202299675,Rape,Weapon,252
202309474,ARMA,PlayStation 4,255
202350888,End time,Gun,488
202359275,Food,Shotgun,396
202379179,Mars,Nibiru cataclysm,348
202381857,Proposed referendum on United Kingdom membership of the European Union,Ship,259
202384297,Games,Hitman 6,390
202405666,Firearm,Zombie,391
202413392,Star Wars: Battlefront,Star Wars: Episode VIII,350
202415380,Antonin Scalia,Nigel Farage,250
202449692,Fallout: 4,Screen Junkies,250
202453764,Number of the beast,Ted Cruz,295
